locale-fr,DATE_FORMAT.NORMAL,MM/JJ/AAAA
locale-fr,DATE_FORMAT.PILL,JJ MMM
locale-fr,DATE_FORMAT.WEATHER,|MMMM J, jjjj|
locale-fr,GLOBAL.AT,à
locale-fr,GLOBAL.COMPLETED,terminé
locale-fr,GLOBAL.HELP,Obtenir de l'aide
locale-fr,GLOBAL.OF,sur
locale-fr,GLOBAL.ON,le
locale-fr,VARIABLE.ACTUAL_RATE,Quantité réelle
locale-fr,VARIABLE.CELL_AREA,Surface de cellule
locale-fr,VARIABLE.CELL_MASS,Masse récoltée par cellule
locale-fr,VARIABLE.MOISTURE,Humidité
locale-fr,VARIABLE.SENSOR_RDNG,Capteur RDNG
locale-fr,VARIABLE.SENSOR_WDTH,Largeur de la zone du capteur
locale-fr,VARIABLE.UNADJ_CELL_M,Cellule non ajustée
locale-fr,VARIABLE.YIELD_MASS,Rendement des récoltes
locale-fr,VARIABLE.YIELD_VOL,Volume récolté
locale-fr,UPLOAD.AN_ERROR_OCCURRED,Une erreur s’est produite
locale-fr,UPLOAD.DISMISS,Ignorer
locale-fr,UPLOAD.ERROR_PLURAL,Erreurs
locale-fr,UPLOAD.FILE,fichier
locale-fr,UPLOAD.FILE_FORMATS,|ISOXML, fichier de forme, CN1|
locale-fr,UPLOAD.FILE_IMPORTED,{{fileName}} a été importé
locale-fr,UPLOAD.FILE_PLURAL,fichiers
locale-fr,UPLOAD.GLOBAL_COMPLETED,Fichier {{files}} téléchargé
locale-fr,UPLOAD.GLOBAL_COMPLETED_PLURAL,Fichiers {{files}} téléchargés
locale-fr,UPLOAD.HAVING_PROBLEMS,Obtenir de l'aide avec mon téléchargement
locale-fr,UPLOAD.SEE_DETAILS,Voir les détails
locale-fr,UPLOAD.STATUS.COMPLETED.MANY,Fichiers {{count}} téléchargés
locale-fr,UPLOAD.STATUS.COMPLETED.ONE,Fichier {{count}} téléchargé
locale-fr,UPLOAD.STATUS.PROCESSING.MANY,Traitement des fichiers {{count}}
locale-fr,UPLOAD.STATUS.PROCESSING.ONE,Traitement du fichier {{count}}
locale-fr,UPLOAD.STATUS.UPLOADING.MANY,Téléchargement des fichiers {{count}} en cours
locale-fr,UPLOAD.STATUS.UPLOADING.ONE,Téléchargement du fichier {{count}} en cours
locale-fr,UPLOAD.SUPPORTED_FORMATS,Formats pris en charge :
locale-fr,UPLOAD.TOOLTIP_MESSAGE,|Si vous téléchargez des fichiers ISOXML, tout le contenu du dossier TASKDATA doit d'abord être compressé. Assurez-vous d'inclure tous les fichiers XML, BIN et de tout autre format présents dans le dossier TASKDATA. Chargez ensuite le fichier ZIP, plutôt que les fichiers individuels.|
locale-fr,UPLOAD.UNEXPECTED_ERROR,Une erreur inattendue s'est produite lors du traitement de votre fichier
locale-fr,UPLOAD.UPLOADED_TASK_DETAIL,<a href="{{fieldLink}}">{{taskName}}</a> a été créé dans le champ <strong>{{fieldName}}</strong>
locale-fr,UPLOAD.WARNING_TO_CHECK,Veuillez vérifier le message d'avertissement
locale-fr,ERRORS.VARIABLE.EDIT,Impossible de modifier la variable avec l'identifiant {{id}}
locale-fr,ERRORS.IMPORTER.ADAPTIMPORTEXCEPTION.DESCRIPTION,Une erreur s'est produite lors de la transformation du fichier en modèle ADAPT.
locale-fr,ERRORS.IMPORTER.ADAPTIMPORTEXCEPTION.TITLE,Erreur lors de la transformation ADAPT
locale-fr,ERRORS.IMPORTER.BUTTON.ERROR,obtenir de l'aide avec mon téléchargement
locale-fr,ERRORS.IMPORTER.BUTTON.WARNING,obtenir de l'aide avec mon téléchargement
locale-fr,ERRORS.IMPORTER.CREATEFIELDEXCEPTION.DESCRIPTION,Erreur lors de la création du nouveau champ. La création du champ a été ignorée.
locale-fr,ERRORS.IMPORTER.CREATEFIELDEXCEPTION.TITLE,Echec de la création du champ
locale-fr,ERRORS.IMPORTER.CREATETASKFIELDEXCEPTION.DESCRIPTION,Erreur lors de la création du nouveau champ. La création de la tâche a été ignorée.
locale-fr,ERRORS.IMPORTER.CREATETASKFIELDEXCEPTION.TITLE,Echec de la création du champ
locale-fr,ERRORS.IMPORTER.DATAIMPORTEXCEPTION.DESCRIPTION,Une erreur d'exception non gérée s'est produite lors de l'importation du fichier.
locale-fr,ERRORS.IMPORTER.DATAIMPORTEXCEPTION.TITLE,Erreur lors de l'importation des données
locale-fr,ERRORS.IMPORTER.DATARECONCILEEXCEPTION.DESCRIPTION,Une erreur s'est produite lors de la conciliation de la structure des données importées avec les données déjà enregistrées.
locale-fr,ERRORS.IMPORTER.DATARECONCILEEXCEPTION.TITLE,Echec de la fusion des données
locale-fr,ERRORS.IMPORTER.EMPTYSHAPEFILE.DESCRIPTION,Aucune donnée trouvée dans le fichier de forme téléchargé.
locale-fr,ERRORS.IMPORTER.EMPTYSHAPEFILE.TITLE,Impossible de lire le fichier de forme
locale-fr,ERRORS.IMPORTER.EXISTINGDATAEXCEPTION.DESCRIPTION,Une erreur s'est produite lors du chargement de la structure des données enregistrées au cours de l'importation.
locale-fr,ERRORS.IMPORTER.EXISTINGDATAEXCEPTION.TITLE,Echec de la comparaison des données
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_101.DESCRIPTION,Le fichier importé ne contient aucune information sur les tâches.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_101.TITLE,Aucune tâche trouvée
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_102.DESCRIPTION,Le fichier téléchargé contenait une colonne non numérique parmi les données. Cette colonne a été supprimée et les données ont été importées.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_102.TITLE,Colonne non numérique supprimée
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_103.DESCRIPTION,Le fichier téléchargé contenait plusieurs colonnes Date/Heure. La première colonne Date/Heure détectée a été utilisée.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_103.TITLE,Conflit de Date/Heure détecté
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_104.DESCRIPTION,|Les données ont été traitées, mais elles ne contiennent aucun total ou aucun total ne peut être calculé.|
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_104.TITLE,Impossible de calculer les totaux
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_105.DESCRIPTION,Les données ont été ignorées. Il s'agit d'une copie d'une tâche précédemment importée.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_105.TITLE,Données précédemment importées
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_106.DESCRIPTION,Le fichier de tâche téléchargé contient des références de tâche non mappables. Ces tâches ont été supprimées.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_106.TITLE,Tâche impossible à mapper
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_150.DESCRIPTION,Les informations de section/largeur n'ont pas été trouvées pendant le traitement du fichier. Les informations de section et de largeur ont été tirées d'une autre source.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_150.TITLE,Section/Largeur de données manquante
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_151.DESCRIPTION,Les informations de section/largeur n'ont pas été trouvées pendant le traitement du fichier. Les informations de section et de largeur ont été tirées d'une autre source.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_151.TITLE,Section/Largeur de données manquante
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_152.DESCRIPTION,Les informations de section/largeur n'ont pas été trouvées pendant le traitement du fichier. Les informations de section et de largeur ont été tirées d'une autre source.
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_152.TITLE,Section/Largeur de données manquante
locale-fr,ERRORS.IMPORTER.INGESTOR_WARNING_153.DESCRIPTION,Les informations de section/largeur n'ont pas été trouvées pendant le traitement du fichier. Les informations de section et de largeur ont été tirées d'une autre source.
